Title,Price,Link,Image Link
Apple iPhone 14 - 128 GB - Blue (Unlocked),$275.00,https://www.ebay.com/itm/186881065721,https://i.ebayimg.com/images/g/jXAAAOSwOFBnfe4S/s-l500.jpg
Apple iPhone 14 128GB Fully Unlocked Excellent - Silver - 88% Battery Health,$385.00,https://www.ebay.com/itm/176768293688,https://i.ebayimg.com/images/g/E68AAOSwscxnbJ7v/s-l500.jpg
Apple iPhone 14 Plus - 128 GB - Purple (Unlocked),$326.00,https://www.ebay.com/itm/116435598978,https://i.ebayimg.com/images/g/zh0AAOSwhHNnd1MC/s-l140.jpg
iPhone 14 Midnight 128 Gb,$345.00,https://www.ebay.com/itm/326392006931,https://i.ebayimg.com/images/g/OC8AAOSwW61ndxgS/s-l140.jpg
iPhone 14 Plus,$291.00,https://www.ebay.com/itm/267113520729,https://i.ebayimg.com/images/g/QVkAAOSwE1FndsKG/s-l140.jpg
Pre owned Apple iPhone 14 Plus - 128 GB - Silver (Unlocked),$326.00,https://www.ebay.com/itm/226521697553,https://i.ebayimg.com/images/g/EWgAAOSwOz9nOgko/s-l140.jpg
Apple iPhone 14 Plus - 128GB - Midnight (Unlocked) - Good Condition,$244.03,https://www.ebay.com/itm/135486626452,https://i.ebayimg.com/images/g/3QoAAOSwD9JnfN4S/s-l140.jpg
iPhone 14 Unlocked,$327.00,https://www.ebay.com/itm/235893435848,https://i.ebayimg.com/images/g/fUQAAOSwKHRnc3oD/s-l140.jpg
iphone 14 plus unlocked,$365.00,https://www.ebay.com/itm/235893420650,https://i.ebayimg.com/images/g/LGEAAOSwcAdnc3X9/s-l140.jpg
Apple iPhone 14 - 128 GB - Purple (Unlocked),$344.00,https://www.ebay.com/itm/116432657444,https://i.ebayimg.com/images/g/N4YAAOSwOUhncxTO/s-l140.jpg
Apple iPhone 14 - 128 GB - Black (Unlocked),$243.41,https://www.ebay.com/itm/356441651545,https://i.ebayimg.com/images/g/uZYAAOSwXc5nfAeh/s-l140.jpg
Apple iPhone 14 - 128 GB - Black Unlocked Used 1 Month,$395.00,https://www.ebay.com/itm/176772620783,https://i.ebayimg.com/images/g/NlkAAOSw7JVneaoP/s-l140.jpg
iphone 14 256gb att,$330.00,https://www.ebay.com/itm/167211194271,https://i.ebayimg.com/images/g/ZBEAAOSw2RNnbbAQ/s-l140.jpg
Apple iPhone 14 Blue 128 GB USED - UNLOCKED -Battery Health 89% Used,$380.00,https://www.ebay.com/itm/196919022869,https://i.ebayimg.com/images/g/FQkAAOSw9Ytncgmy/s-l140.jpg
Apple iPhone 14 Plus - 128 GB - Blue (Unlocked),$320.00,https://www.ebay.com/itm/256766515845,https://i.ebayimg.com/images/g/JKgAAOSwFjRncf0e/s-l140.jpg
iPhone 14 Plus (GREAT CONDITION),$217.79,https://www.ebay.com/itm/126856380394,https://i.ebayimg.com/images/g/Th0AAOSw-bJncet2/s-l140.jpg
"Apple iPhone 14 256GB Starlight Unlocked Excellent Condition, original package",$400.00,https://www.ebay.com/itm/167211388989,https://i.ebayimg.com/images/g/ZUEAAOSwhfBnbcRn/s-l140.jpg
Apple iPhone 14 A2649 Verizon128GB Mint 🔥🔥,$375.00,https://www.ebay.com/itm/267109979167,https://i.ebayimg.com/images/g/fawAAOSw8lRncdqy/s-l140.jpg
iPhone 14 Starlight 128 GB Great Condition - Unlocked,$320.61,https://www.ebay.com/itm/205193721720,https://i.ebayimg.com/images/g/JY4AAOSwCg1ncbtu/s-l140.jpg
Apple iPhone 14 - 128 GB - Black (Unlocked) - Excellent Condition - Accessories,$395.00,https://www.ebay.com/itm/276805719635,https://i.ebayimg.com/images/g/sisAAOSw~1Znesoc/s-l140.jpg
Apple iPhone 14 - 128 GB - Purple - Unlocked - MPUX3LL/A - ORIGINAL BOX INCLUDED,$339.00,https://www.ebay.com/itm/306014731395,https://i.ebayimg.com/images/g/sOcAAOSweKRnYJhu/s-l140.jpg
Apple iPhone 14 - 128 GB - Blue (Unlocked),$352.97,https://www.ebay.com/itm/226524911251,https://i.ebayimg.com/images/g/3XUAAOSwlqtnazB3/s-l140.jpg
iPhone 14 Plus 128gb Unlocked Clean imei,$391.00,https://www.ebay.com/itm/396082734684,https://i.ebayimg.com/images/g/OK8AAOSwKxlndp4U/s-l140.jpg
Apple iPhone 14 Plus - 128 GB - Red (Unlocked),$312.00,https://www.ebay.com/itm/205192140287,https://i.ebayimg.com/images/g/HwsAAOSw-y5ncKHr/s-l140.jpg
iPhone 14,$300.00,https://www.ebay.com/itm/116437364437,https://i.ebayimg.com/images/g/5JgAAOSwK79nec4f/s-l140.jpg
Apple iPhone 14  RED - 128GB (Unlocked) PLEASE READ ,$244.04,https://www.ebay.com/itm/146311559335,https://i.ebayimg.com/images/g/vV0AAOSwAnNndp6G/s-l140.jpg
Apple iPhone 14 128GB Blue A2649 Unlocked Smartphone Great Condition ,$332.48,https://www.ebay.com/itm/306004324300,https://i.ebayimg.com/images/g/8KIAAOSwnRhncFdR/s-l140.jpg
iPhone 14,$400.00,https://www.ebay.com/itm/335757235821,https://i.ebayimg.com/images/g/MNkAAOSwt0RneWfN/s-l140.jpg
Apple iPhone 14 - 128 GB - Black Unlocked,$316.43,https://www.ebay.com/itm/356432550970,https://i.ebayimg.com/images/g/cTkAAOSwhEdneChO/s-l140.jpg
iPhone 14 128GB UNLOCKED,$400.00,https://www.ebay.com/itm/326392184531,https://i.ebayimg.com/images/g/ZvEAAOSwFEdndzbE/s-l500.jpg
iphone 14 unlocked 128gb purple,$340.00,https://www.ebay.com/itm/387771753117,https://i.ebayimg.com/images/g/P3QAAOSw--FncCv0/s-l140.jpg
Apple iPhone 14 - 128GB - Starlight (Fully Unlocked) - Very Good Condition,$379.00,https://www.ebay.com/itm/365319978217,https://i.ebayimg.com/images/g/uO0AAOSw1whndwnz/s-l140.jpg
APPLE IPHONE 14 128GB STARLIGHT 100% BATTERY HEALTH UNLOCKED TO ANY NETWORK,$363.62,https://www.ebay.com/itm/335755674937,https://i.ebayimg.com/images/g/lA8AAOSw2ydnYAak/s-l140.jpg
iphone 14 128gb unlocked used,$371.00,https://www.ebay.com/itm/335755991634,https://i.ebayimg.com/images/g/rwQAAOSweqZnaJgR/s-l140.jpg
"Apple iPhone 14, 256GB, Black - Unlocked MINT condition No Scratches",$340.00,https://www.ebay.com/itm/326388035294,https://i.ebayimg.com/images/g/ZNsAAOSwhMNncf8g/s-l140.jpg
iphone 14 128gb unlocked,$338.00,https://www.ebay.com/itm/296921947980,https://i.ebayimg.com/images/g/Cy8AAOSwnkVneIeQ/s-l140.jpg
iphone 14 128gb unlocked,$300.00,https://www.ebay.com/itm/365310196223,https://i.ebayimg.com/images/g/Q~0AAOSws39nb0BI/s-l140.jpg
iPhone 14 Spectrum Only Works Great Just Upgraded No Reserve!,$270.00,https://www.ebay.com/itm/387782145147,https://i.ebayimg.com/images/g/OPsAAOSw0xFnKq0I/s-l140.jpg
Apple iPhone 14 256GB  (Unlocked) - Midnight,$395.00,https://www.ebay.com/itm/326385771413,https://i.ebayimg.com/images/g/OfQAAOSwjRVnbxzl/s-l140.jpg
Apple iPhone 14 - 128GB - Blue (Unlocked) A2882 Midnight Blue,$329.45,https://www.ebay.com/itm/135468174325,https://i.ebayimg.com/images/g/~MMAAOSwn6Jnbvwe/s-l140.jpg
iphone 14 128gb unlocked,$365.00,https://www.ebay.com/itm/276794441507,https://i.ebayimg.com/images/g/N7sAAOSwDWtnZNn9/s-l140.jpg
Iphone 14 128gb Unlocked,$319.00,https://www.ebay.com/itm/135479789121,https://i.ebayimg.com/images/g/LVgAAOSwrlhnd5cp/s-l140.jpg
Iphone 14,$285.00,https://www.ebay.com/itm/286240572107,https://i.ebayimg.com/images/g/JkcAAOSwQ~9nc3lh/s-l140.jpg
iPhone 14 Plus 256GB Xfinity Mobile,$257.00,https://www.ebay.com/itm/396057983817,https://i.ebayimg.com/images/g/27AAAOSwTHNnaeuO/s-l140.jpg
Apple iPhone 14 128g  w/eSim No sim Restrictions Unlocked,$320.00,https://www.ebay.com/itm/135466492272,https://i.ebayimg.com/images/g/X~cAAOSwLz9nZHMW/s-l140.jpg
Apple iPhone 15 -128GB - Black - MTLV3LL/A - Unlocked - Dual Sim-Great Condition,$400.00,https://www.ebay.com/itm/226513817373,https://i.ebayimg.com/images/g/ocwAAOSw56ZnYxD3/s-l140.jpg
Apple iPhone 14 128GB Fully Unlocked Excellent Condition - Silver,$346.00,https://www.ebay.com/itm/176757735651,https://i.ebayimg.com/images/g/E68AAOSwscxnbJ7v/s-l140.jpg
Apple iPhone 14 128GB Fully Unlocked Excellent Condition - Silver,$342.00,https://www.ebay.com/itm/176757735146,https://i.ebayimg.com/images/g/E68AAOSwscxnbJ7v/s-l140.jpg
Apple iPhone 14 128GB Fully Unlocked Excellent Condition - Silver,$345.00,https://www.ebay.com/itm/176757731754,https://i.ebayimg.com/images/g/E68AAOSwscxnbJ7v/s-l140.jpg
iphone 14 plus unlocked,$310.00,https://www.ebay.com/itm/316083819046,https://i.ebayimg.com/images/g/WhsAAOSwzc5nb3yK/s-l140.jpg
Apple iPhone 14 Plus 128 GB ,$229.50,https://www.ebay.com/itm/176757628700,https://i.ebayimg.com/images/g/Sl8AAOSwdf9nbIp9/s-l140.jpg
iphone 14 plus 256gb unlocked,$391.36,https://www.ebay.com/itm/387769401890,https://i.ebayimg.com/images/g/z-QAAOSwu4BnZa7K/s-l140.jpg
iPhone 14,$250.00,https://www.ebay.com/itm/306006174289,https://i.ebayimg.com/images/g/eVMAAOSwl3pncaKK/s-l140.jpg
Apple iPhone 14 Unlocked,$350.00,https://www.ebay.com/itm/156613777687,https://i.ebayimg.com/images/g/OA8AAOSwxXpndXi3/s-l140.jpg
Apple iPhone 14 - 128 GB - Blue (Unlocked),$356.00,https://www.ebay.com/itm/226515822838,https://i.ebayimg.com/images/g/3XUAAOSwlqtnazB3/s-l140.jpg
Apple iPhone 14 - 128 GB - Black (Spectrum),$202.50,https://www.ebay.com/itm/387767304316,https://i.ebayimg.com/images/g/bt0AAOSwrGRnblYg/s-l140.jpg
apple iPhone 14 ESN Not Good  Check Images 0026205,$313.88,https://www.ebay.com/itm/286230767685,https://i.ebayimg.com/images/g/bEUAAOSwAXxnayHG/s-l140.jpg
iPhone 14 Purple Color (Unlocked),$365.10,https://www.ebay.com/itm/256765267332,https://i.ebayimg.com/images/g/7ukAAOSwD2xncGXl/s-l140.jpg
iphone 14 128gb blue unlocked,$366.06,https://www.ebay.com/itm/286236775099,https://i.ebayimg.com/images/g/Z8sAAOSwzXxncD4k/s-l140.jpg
iPhone 14 128gb 02 Unlocked Factory Reset Good Condition All Functions Working,$323.35,https://www.ebay.com/itm/267108422895,https://i.ebayimg.com/images/g/7nkAAOSwyqNnb98v/s-l140.jpg
Starlight iPhone 14 Plus 128GB,$280.00,https://www.ebay.com/itm/126858620232,https://i.ebayimg.com/images/g/tYsAAOSwbapnc2QW/s-l140.jpg
iPhone 14 256gb,$322.00,https://www.ebay.com/itm/186856040429,https://i.ebayimg.com/images/g/fD4AAOSwJTBnahxY/s-l140.jpg
iPhone 14 Plus,$275.00,https://www.ebay.com/itm/296899478627,https://i.ebayimg.com/images/g/-EQAAOSwDctnXwml/s-l140.jpg
iPhone 14,$212.50,https://www.ebay.com/itm/365303015338,https://i.ebayimg.com/images/g/hAAAAOSwQO5nagAM/s-l140.jpg
"iPhone 14 128 Gb, White",$280.00,https://www.ebay.com/itm/176765253065,https://i.ebayimg.com/images/g/9-AAAOSwrk1ncxWn/s-l140.jpg
Apple iPhone 14 Unlocked 128gb,$300.00,https://www.ebay.com/itm/186865607875,https://i.ebayimg.com/images/g/sUkAAOSwtN5ncvcl/s-l140.jpg
Apple iPhone 14 See Images No Vibration Blurry Front Cam 0026192,$202.50,https://www.ebay.com/itm/286229291437,https://i.ebayimg.com/images/g/-KwAAOSw-1lnac9H/s-l140.jpg
Apple iPhone 14 Plus Unlocked See Images 0026183,$280.90,https://www.ebay.com/itm/286229204229,https://i.ebayimg.com/images/g/ByAAAOSwlgxnabxD/s-l140.jpg
Apple iPhone 14 Plus Unlocked See Images 0026182,$208.50,https://www.ebay.com/itm/276789955368,https://i.ebayimg.com/images/g/MHUAAOSwxeBnabsR/s-l140.jpg
Apple iPhone 14 - Black - Unlocked - 128GB - FAIR CONDITION- NO BACK CAMERA,$214.50,https://www.ebay.com/itm/267104576454,https://i.ebayimg.com/images/g/g~0AAOSwBTRnK9Fo/s-l500.jpg
Apple iPhone 14 - 128 GB - Midnight (Unlocked) - 96% Battery Health,$345.00,https://www.ebay.com/itm/296912476055,https://i.ebayimg.com/images/g/IKQAAOSw-MNnciUZ/s-l140.jpg
iphone 14 plus,$300.00,https://www.ebay.com/itm/156609610537,https://i.ebayimg.com/images/g/VZgAAOSwDfpnbjs1/s-l140.jpg
iPhone 14 Plus,$212.50,https://www.ebay.com/itm/335747072728,https://i.ebayimg.com/images/g/xEcAAOSw8eBnbfpK/s-l140.jpg
"Apple iPhone 14 128GB, Unlocked - Used Excellent Condition",$399.00,https://www.ebay.com/itm/267109554973,https://i.ebayimg.com/images/g/xpgAAOSwWvVncWoI/s-l140.jpg
iphone 14 128gb unlocked used,$350.00,https://www.ebay.com/itm/335742341466,https://i.ebayimg.com/images/g/rwQAAOSweqZnaJgR/s-l140.jpg
iPhone 14 128gb unlocked -Midnight  ,$362.40,https://www.ebay.com/itm/205187960340,https://i.ebayimg.com/images/g/ShUAAOSwf6tnbdeK/s-l140.jpg
iphone 14 plus,$300.00,https://www.ebay.com/itm/156604781418,https://i.ebayimg.com/images/g/VZgAAOSwDfpnbjs1/s-l140.jpg
Working Apple iPhone 14 128GB unlocked mobile phone,$317.25,https://www.ebay.com/itm/235887284385,https://i.ebayimg.com/images/g/G6AAAOSwJjtnba~j/s-l140.jpg
Apple iPhone 14 Plus - 128GB - Midnight (Unlocked) 'Smashed back glass',$323.35,https://www.ebay.com/itm/296890251015,https://i.ebayimg.com/images/g/46wAAOSwGi9nUG--/s-l140.jpg
Apple iPhone 14 128GB Unlocked,$220.00,https://www.ebay.com/itm/396065443061,https://i.ebayimg.com/images/g/9yIAAOSwCSBncEK3/s-l140.jpg
"IPhone 14 -red, 128gb unlocked. ",$342.00,https://www.ebay.com/itm/365299325099,https://i.ebayimg.com/images/g/8NAAAOSwf1pnXcNw/s-l140.jpg
"iPhone 14 Plus Midnight Unlocked, 128gb ",$310.00,https://www.ebay.com/itm/305987883207,https://i.ebayimg.com/images/g/onAAAOSwPlNnZe-h/s-l140.jpg
Apple iPhone 14 Blue A2649 Unlocked,$375.00,https://www.ebay.com/itm/296897252394,https://i.ebayimg.com/images/g/m4AAAOSwnktnaIk5/s-l140.jpg
iPhone 14 Purple 128gb ,$305.00,https://www.ebay.com/itm/235878915815,https://i.ebayimg.com/images/g/AusAAOSwDWJnZd8m/s-l140.jpg
"iPhone 14 Plus - Midnight, 128GB - Unlocked",$375.00,https://www.ebay.com/itm/135459409535,https://i.ebayimg.com/images/g/sLAAAOSwZA1nTM2E/s-l140.jpg
iphone 14 plus 256gb unlocked,$369.84,https://www.ebay.com/itm/387748479841,https://i.ebayimg.com/images/g/z-QAAOSwu4BnZa7K/s-l140.jpg
APPLE IPHONE 14 PLUS RED UNLOCKED PRODUCT RED 10 Months Of Use,$373.00,https://www.ebay.com/itm/316069880770,https://i.ebayimg.com/images/g/UlMAAOSwxyhnZ6Gr/s-l140.jpg
iphone 14 plus unlocked 128gb blue,$350.00,https://www.ebay.com/itm/176744646116,https://i.ebayimg.com/images/g/0HcAAOSw0TBnLZPp/s-l140.jpg
iphone 14 128gb unlocked,$291.00,https://www.ebay.com/itm/276785731590,https://i.ebayimg.com/images/g/N7sAAOSwDWtnZNn9/s-l140.jpg
Apple iPhone 14 Plus - 128GB - Midnight (Unlocked),$398.90,https://www.ebay.com/itm/156591259507,https://i.ebayimg.com/images/g/IykAAOSw~kVnWuOq/s-l140.jpg
Apple iPhone 14 128g  w/eSim No sim Restrictions Unlocked,$305.00,https://www.ebay.com/itm/135452607179,https://i.ebayimg.com/images/g/X~cAAOSwLz9nZHMW/s-l140.jpg
iPhone 14/14 Plus,$350.00,https://www.ebay.com/itm/196897323398,https://i.ebayimg.com/images/g/IGEAAOSw8vhnYEiJ/s-l140.jpg
iPhone 14 Plus ,$295.00,https://www.ebay.com/itm/387749561509,https://i.ebayimg.com/images/g/ixIAAOSwdj5nZixj/s-l140.jpg
iPhone 14 Plus,$355.00,https://www.ebay.com/itm/256759589789,https://i.ebayimg.com/images/g/BR8AAOSwSzlnaMFH/s-l140.jpg
"Apple iPhone 14 128GB Unlocked Blue, Great Shape",$400.00,https://www.ebay.com/itm/156595485899,https://i.ebayimg.com/images/g/yq8AAOSw7h9naCPN/s-l140.jpg
iPhone 14 Plus Unlocked,$330.00,https://www.ebay.com/itm/186848989188,https://i.ebayimg.com/images/g/f~IAAOSws2dnY02L/s-l140.jpg
Factory Unlocked Apple iPhone 14 Plus eSIM 128GB Blue MQ3W3LL/A,$400.00,https://www.ebay.com/itm/335736700209,https://i.ebayimg.com/images/g/U~wAAOSwtjZnY0zo/s-l140.jpg
iPhone 14 128 GB Blue,$262.00,https://www.ebay.com/itm/396023307885,https://i.ebayimg.com/images/g/urUAAOSwBc9nYf0h/s-l140.jpg
iPhone 14,$364.00,https://www.ebay.com/itm/326375145202,https://i.ebayimg.com/images/g/~f0AAOSwevBnYfBt/s-l140.jpg
Apple iPhone 14 A2649 512GB White - Very Good - Unlocked!,$390.00,https://www.ebay.com/itm/186851667440,https://i.ebayimg.com/images/g/F6IAAOSwVkdnZZcB/s-l140.jpg
Apple iPhone 14 A2649 512GB Midnight - Unlocked!,$381.00,https://www.ebay.com/itm/186851582474,https://i.ebayimg.com/images/g/ksIAAOSwHutnVX4T/s-l140.jpg
Apple iPhone 14 A2649 512GB Midnight Very Good - Unlocked!,$372.00,https://www.ebay.com/itm/186851580100,https://i.ebayimg.com/images/g/ksIAAOSwHutnVX4T/s-l140.jpg
iPhone 14,$366.06,https://www.ebay.com/itm/326380520080,https://i.ebayimg.com/images/g/EP0AAOSwzYFnWgW~/s-l140.jpg
iPhone 14 Plus (USED) | 128GB | UNLOCKED | Purple |,$370.99,https://www.ebay.com/itm/286221587940,https://i.ebayimg.com/images/g/N3IAAOSwt8JnXnDV/s-l140.jpg
Apple iPhone 14 A2649 128GB Midnight Very Good - Unlocked!,$386.00,https://www.ebay.com/itm/186846070102,https://i.ebayimg.com/images/g/ksIAAOSwHutnVX4T/s-l140.jpg
iPhone 14 Purple 128GB,$291.00,https://www.ebay.com/itm/146270836388,https://i.ebayimg.com/images/g/b80AAOSwhPxnX29D/s-l140.jpg
iPhone 14,$335.00,https://www.ebay.com/itm/405422470384,https://i.ebayimg.com/images/g/nzUAAOSwhdFnX2zs/s-l140.jpg
iPhone 14 Plus,$323.35,https://www.ebay.com/itm/326372833269,https://i.ebayimg.com/images/g/ingAAOSwmfxnXxG1/s-l140.jpg
iPhone 14 Plus,$271.00,https://www.ebay.com/itm/296882712049,https://i.ebayimg.com/images/g/-EQAAOSwDctnXwml/s-l140.jpg
UNLOCKED USED iPhone 14 Blue 128 GB VIEW ALL PHOTOS,$350.00,https://www.ebay.com/itm/405426778214,https://i.ebayimg.com/images/g/dGcAAOSwAtNnYj-Y/s-l140.jpg
Apple iPhone 14 - 128 GB - Purple (Unlocked),$315.00,https://www.ebay.com/itm/156588207155,https://i.ebayimg.com/images/g/syEAAOSwPlNnYilM/s-l140.jpg
Apple iPhone 14 - 128 GB - Blue (Unlocked),$362.00,https://www.ebay.com/itm/167174860848,https://i.ebayimg.com/images/g/9Z4AAOSw2XZnXKkc/s-l140.jpg
Apple iPhone 14 - 128GB - White (EE),$357.52,https://www.ebay.com/itm/146266843057,https://i.ebayimg.com/images/g/U08AAOSwECpnUKs~/s-l140.jpg
iPhone 14,$299.99,https://www.ebay.com/itm/316063953472,https://i.ebayimg.com/images/g/F4oAAOSwgPpnS6~y/s-l140.jpg
iphone 14 plus unlocked,$370.06,https://www.ebay.com/itm/365284007166,https://i.ebayimg.com/images/g/4KkAAOSwTLRnW3Y9/s-l140.jpg
Apple iPhone 14 A2649 512GB Midnight Very Good - Unlocked!,$361.00,https://www.ebay.com/itm/186839691045,https://i.ebayimg.com/images/g/ksIAAOSwHutnVX4T/s-l140.jpg
Apple iPhone 14 unlocked (dot on screen -See Pics),$349.99,https://www.ebay.com/itm/167171903512,https://i.ebayimg.com/images/g/1dkAAOSwvg5nUfEo/s-l140.jpg
Apple iPhone 14 - 128 GB - starlight (Unlocked),$355.00,https://www.ebay.com/itm/256752984369,https://i.ebayimg.com/images/g/Q4YAAOSwRLFnXEsL/s-l140.jpg
Apple iPhone 14 128GB Deep Purple,$350.00,https://www.ebay.com/itm/196890680521,https://i.ebayimg.com/images/g/MC8AAOSwQ79nSCGD/s-l140.jpg
Apple iPhone 14 Plus - 128GB - Midnight (Unlocked),$341.66,https://www.ebay.com/itm/156577892426,https://i.ebayimg.com/images/g/IykAAOSw~kVnWuOq/s-l140.jpg
iPhone 14 128gb,$280.00,https://www.ebay.com/itm/167171079857,https://i.ebayimg.com/images/g/1YEAAOSwGNRnMQtR/s-l140.jpg
